doc_id,sent_id,pair_id,e1,e2,ddi,source_type,file_name
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p9,DDI-DrugBank.d297.s2.e0,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p10,DDI-DrugBank.d297.s2.e0,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p11,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e2,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p12,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e3,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p13,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e4,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p14,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e5,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p15,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e6,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p16,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e7,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p17,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p18,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p19,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p20,DDI-DrugBank.d297.s2.e1,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p21,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e3,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p22,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e4,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p23,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e5,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p24,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e6,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p25,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e7,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p26,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p27,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p28,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p29,DDI-DrugBank.d297.s2.e2,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p30,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e4,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p31,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e5,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p32,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e6,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p33,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e7,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p34,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p35,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p36,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p37,DDI-DrugBank.d297.s2.e3,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p38,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e5,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p39,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e6,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p40,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e7,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p41,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p42,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p43,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p44,DDI-DrugBank.d297.s2.e4,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p45,DDI-DrugBank.d297.s2.e5,DDI-DrugBank.d297.s2.e6,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p46,DDI-DrugBank.d297.s2.e5,DDI-DrugBank.d297.s2.e7,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p47,DDI-DrugBank.d297.s2.e5,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p48,DDI-DrugBank.d297.s2.e5,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p49,DDI-DrugBank.d297.s2.e5,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p50,DDI-DrugBank.d297.s2.e5,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p51,DDI-DrugBank.d297.s2.e6,DDI-DrugBank.d297.s2.e7,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p52,DDI-DrugBank.d297.s2.e6,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p53,DDI-DrugBank.d297.s2.e6,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p54,DDI-DrugBank.d297.s2.e6,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p55,DDI-DrugBank.d297.s2.e6,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p56,DDI-DrugBank.d297.s2.e7,DDI-DrugBank.d297.s2.e8,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p57,DDI-DrugBank.d297.s2.e7,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p58,DDI-DrugBank.d297.s2.e7,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p59,DDI-DrugBank.d297.s2.e7,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p60,DDI-DrugBank.d297.s2.e8,DDI-DrugBank.d297.s2.e9,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p61,DDI-DrugBank.d297.s2.e8,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p62,DDI-DrugBank.d297.s2.e8,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p63,DDI-DrugBank.d297.s2.e9,DDI-DrugBank.d297.s2.e10,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p64,DDI-DrugBank.d297.s2.e9,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s2,DDI-DrugBank.d297.s2.p65,DDI-DrugBank.d297.s2.e10,DDI-DrugBank.d297.s2.e11,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s3,DDI-DrugBank.d297.s3.p0,DDI-DrugBank.d297.s3.e0,DDI-DrugBank.d297.s3.e1,true,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s3,DDI-DrugBank.d297.s3.p1,DDI-DrugBank.d297.s3.e0,DDI-DrugBank.d297.s3.e2,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s3,DDI-DrugBank.d297.s3.p2,DDI-DrugBank.d297.s3.e1,DDI-DrugBank.d297.s3.e2,false,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s4,DDI-DrugBank.d297.s4.p0,DDI-DrugBank.d297.s4.e0,DDI-DrugBank.d297.s4.e1,true,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d297,DDI-DrugBank.d297.s5,DDI-DrugBank.d297.s5.p0,DDI-DrugBank.d297.s5.e0,DDI-DrugBank.d297.s5.e1,true,drugbank,Abatacept_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p0,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e1,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p1,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e2,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p2,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e3,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p3,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e4,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p4,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e5,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p5,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e6,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p6,DDI-DrugBank.d532.s2.e0,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p7,DDI-DrugBank.d532.s2.e1,DDI-DrugBank.d532.s2.e2,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p8,DDI-DrugBank.d532.s2.e1,DDI-DrugBank.d532.s2.e3,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p9,DDI-DrugBank.d532.s2.e1,DDI-DrugBank.d532.s2.e4,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p10,DDI-DrugBank.d532.s2.e1,DDI-DrugBank.d532.s2.e5,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p11,DDI-DrugBank.d532.s2.e1,DDI-DrugBank.d532.s2.e6,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p12,DDI-DrugBank.d532.s2.e1,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p13,DDI-DrugBank.d532.s2.e2,DDI-DrugBank.d532.s2.e3,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p14,DDI-DrugBank.d532.s2.e2,DDI-DrugBank.d532.s2.e4,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p15,DDI-DrugBank.d532.s2.e2,DDI-DrugBank.d532.s2.e5,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p16,DDI-DrugBank.d532.s2.e2,DDI-DrugBank.d532.s2.e6,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p17,DDI-DrugBank.d532.s2.e2,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p18,DDI-DrugBank.d532.s2.e3,DDI-DrugBank.d532.s2.e4,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p19,DDI-DrugBank.d532.s2.e3,DDI-DrugBank.d532.s2.e5,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p20,DDI-DrugBank.d532.s2.e3,DDI-DrugBank.d532.s2.e6,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p21,DDI-DrugBank.d532.s2.e3,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p22,DDI-DrugBank.d532.s2.e4,DDI-DrugBank.d532.s2.e5,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p23,DDI-DrugBank.d532.s2.e4,DDI-DrugBank.d532.s2.e6,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p24,DDI-DrugBank.d532.s2.e4,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p25,DDI-DrugBank.d532.s2.e5,DDI-DrugBank.d532.s2.e6,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p26,DDI-DrugBank.d532.s2.e5,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s2,DDI-DrugBank.d532.s2.p27,DDI-DrugBank.d532.s2.e6,DDI-DrugBank.d532.s2.e7,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s3,DDI-DrugBank.d532.s3.p0,DDI-DrugBank.d532.s3.e0,DDI-DrugBank.d532.s3.e1,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s3,DDI-DrugBank.d532.s3.p1,DDI-DrugBank.d532.s3.e0,DDI-DrugBank.d532.s3.e2,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s3,DDI-DrugBank.d532.s3.p2,DDI-DrugBank.d532.s3.e0,DDI-DrugBank.d532.s3.e3,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s3,DDI-DrugBank.d532.s3.p3,DDI-DrugBank.d532.s3.e1,DDI-DrugBank.d532.s3.e2,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s3,DDI-DrugBank.d532.s3.p4,DDI-DrugBank.d532.s3.e1,DDI-DrugBank.d532.s3.e3,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s3,DDI-DrugBank.d532.s3.p5,DDI-DrugBank.d532.s3.e2,DDI-DrugBank.d532.s3.e3,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d532,DDI-DrugBank.d532.s4,DDI-DrugBank.d532.s4.p0,DDI-DrugBank.d532.s4.e0,DDI-DrugBank.d532.s4.e1,false,drugbank,Abciximab_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s0,DDI-DrugBank.d0.s0.p0,DDI-DrugBank.d0.s0.e0,DDI-DrugBank.d0.s0.e1,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s0,DDI-DrugBank.d0.s0.p1,DDI-DrugBank.d0.s0.e0,DDI-DrugBank.d0.s0.e2,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s0,DDI-DrugBank.d0.s0.p2,DDI-DrugBank.d0.s0.e0,DDI-DrugBank.d0.s0.e3,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s0,DDI-DrugBank.d0.s0.p3,DDI-DrugBank.d0.s0.e1,DDI-DrugBank.d0.s0.e2,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s0,DDI-DrugBank.d0.s0.p4,DDI-DrugBank.d0.s0.e1,DDI-DrugBank.d0.s0.e3,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s0,DDI-DrugBank.d0.s0.p5,DDI-DrugBank.d0.s0.e2,DDI-DrugBank.d0.s0.e3,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s1,DDI-DrugBank.d0.s1.p0,DDI-DrugBank.d0.s1.e0,DDI-DrugBank.d0.s1.e1,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s1,DDI-DrugBank.d0.s1.p1,DDI-DrugBank.d0.s1.e0,DDI-DrugBank.d0.s1.e2,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s1,DDI-DrugBank.d0.s1.p2,DDI-DrugBank.d0.s1.e1,DDI-DrugBank.d0.s1.e2,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s2,DDI-DrugBank.d0.s2.p0,DDI-DrugBank.d0.s2.e0,DDI-DrugBank.d0.s2.e1,true,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s2,DDI-DrugBank.d0.s2.p1,DDI-DrugBank.d0.s2.e0,DDI-DrugBank.d0.s2.e2,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s2,DDI-DrugBank.d0.s2.p2,DDI-DrugBank.d0.s2.e1,DDI-DrugBank.d0.s2.e2,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s4,DDI-DrugBank.d0.s4.p0,DDI-DrugBank.d0.s4.e0,DDI-DrugBank.d0.s4.e1,false,drugbank,Acamprosate_ddi.xml
DDI-DrugBank.d0,DDI-DrugBank.d0.s4,DDI-DrugBank.d0.s4.p1,DDI-DrugBank.d0.s4.e0,DDI-DrugBank.d0.s4.e2,false,drugbank,Acamprosate_ddi.xml
